CodiceAmministrativo;Sezione;IdentificativoImmobile;TipoImmobile;Progressivo;TipoRecord;Zona;Categoria;Classe;Consistenza;Superficie;RenditaLire;RenditaEuro;Lotto;Edificio;Scala;Interno1;Interno2;Piano1;Piano2;Piano3;Piano4;DataDiEdifica;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiEfficacia;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;Partita;Annotazione;IdentificativoMutazioneIniziale;IdentificativoMutazioneFinale;ProtocolloNotifica;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121758;F;1;1; ;A03;2;7;;434000;224,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121759;F;1;1; ;C06;2;25;;50000;25,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121760;F;1;1; ;C06;4;52;;150800;77,88;;;;;;;;;;30101984;13091991;V;20600;2;1984;;;;;;;1000133;;1231856;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121761;F;1;1; ;A03;2;5,5;;341000;176,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121762;F;1;1; ;A03;3;8,5;;620500;320,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121763;F;1;1; ;F03;;;;;;;;;;;T;SEM;;;15021986;17091990;V;33486;;1986;;;;;;;2040;;1186521;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121765;F;1;1; ;A03;1;5;;265000;136,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121766;F;1;1; ;A05;2;2;;108000;55,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121767;F;2;1; ;F01;;;;;;;;;;;P;;;;15021986;17091990;V;33486;;1986;;;;;;;2040;;1186521;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121769;F;1;1; ;A03;2;6;;372000;192,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121770;F;2;1; ;A04;3;4;;292000;150,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121771;F;2;1; ;C06;3;38;;91200;47,1;;;;;;1;2;;;11071989;3111995;V;4071;1;1989;;;;;;;676;;1446807;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121772;F;3;1; ;C02;3;91;;218400;112,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121773;F;2;1; ;A03;3;7,5;;547500;282,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121776;F;1;1; ;A03;2;6,5;;403000;208,13;;;;;;T;;;;22101990;9021996;D;14418;5;1990;;;;;;;1000741;;1461494;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121778;F;1;1; ;C06;4;17;;49300;25,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121779;F;1;1; ;A03;3;7,5;100;547500;282,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121780;F;2;1; ;F03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121781;F;2;1; ;A04;3;4;;292000;150,81;;;;;;T;;;;14071994;15111995;V;4592;2;1994;;;;;;;1001037;;1449189;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121782;F;2;1; ;A03;2;8;;496000;256,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121783;F;2;1; ;C06;2;19;;38000;19,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121787;F;2;1; ;A04;3;5;;365000;188,51;;;;;;T;;;;14071994;15111995;V;4592;2;1994;;;;;;;1001036;;1449189;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121788;F;2;1; ;F01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121789;F;1;1; ;A04;3;5;;365000;188,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121790;F;2;1; ;A03;3;4,5;;328500;169,66;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1365;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121792;F;2;1; ;C06;2;81;;162000;83,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121793;F;1;1; ;A07;U;10;;940000;485,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121797;F;2;1; ;A03;2;10;;620000;320,2;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;788;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121800;F;2;1; ;A03;2;7,5;;465000;240,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121801;F;1;1; ;C06;4;23;;66700;34,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121802;F;1;1; ;A03;2;7,5;;465000;240,15;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1566;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121803;F;1;1; ;C02;2;113;;226000;116,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121804;F;1;1; ;A04;2;3,5;;217000;112,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121805;F;3;1; ;A03;3;5;;365000;188,51;;;;;;T;;;;22101990;9021996;D;14418;6;1990;;;;;;;1001054;;1461497;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121806;F;3;1; ;C06;3;15;;36000;18,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121807;F;2;1; ;A03;4;6;;516000;266,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121808;F;2;1; ;C06;3;62;;148800;76,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121810;F;1;1; ;A03;1;5;;265000;136,86;;;;;;T;1;;;1010001;30061987;I;;0;;;;;;;;536;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121811;F;1;1; ;A04;3;7;;511000;263,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121812;F;1;1; ;C06;3;27;;64800;33,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121817;F;2;1; ;F03;;;;;;;;;;;T;1;;;10111990;21081991;V;7431;1;1990;;;;;;;536;;1230513;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121818;F;2;1; ;F03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121820;F;2;1; ;C06;2;38;;76000;39,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121821;F;2;1; ;A03;2;8;;496000;256,16;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1044;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121824;F;1;1; ;C06;3;53;;127200;65,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121825;F;1;1; ;A03;1;6;;318000;164,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121826;F;1;1; ;A03;2;7,5;;465000;240,15;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1037;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121827;F;2;1; ;A04;3;5;;365000;188,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121828;F;4;1; ;C02;3;56;;134400;69,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121829;F;4;1; ;C06;3;23;;55200;28,51;;;;;;;;;;30081993;27091993;R;21038;2;1993;;;;;;;1000890;;1356161;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121831;F;3;1; ;A07;2;6,5;;715000;369,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121832;F;3;1; ;F05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121833;F;2;1; ;C02;3;69;;165600;85,53;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;483;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121834;F;1;1; ;C06;4;49;;142100;73,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121835;F;2;1; ;A03;3;8;;584000;301,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121836;F;1;1; ;C03;3;40;;124000;64,04;;;;;;1;;;;1010001;30061987;I;;0;;;;;;;;483;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121837;F;1;1; ;A03;1;5,5;;291500;150,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121839;F;1;1; ;C06;4;23;;66700;34,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121840;F;2;1; ;A03;4;7,5;;645000;333,11;;;;;;T;;;;12081999;22091999;D;11477;1;1999;;;;;;;1001528;;1691276;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121841;F;2;1; ;A02;2;11,5;;1322500;683,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121842;F;3;1; ;A04;2;3;;186000;96,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121843;F;2;1; ;C06;4;42;;121800;62,9;;;;;;T;;;;18121987;6101998;V;8240;2;1987;;;;;;;1001528;;1589712;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121846;F;1;1; ;A03;4;6,5;;559000;288,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121847;F;1;1; ;C02;2;25;;50000;25,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121848;F;1;1; ;A04;3;4,5;;328500;169,66;;;;;;1;;;;18121987;6101998;V;8240;2;1987;;;;;;;1001528;;1589712;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121849;F;2;1; ;A03;3;5,5;;401500;207,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121850;F;2;1; ;C02;3;23;;55200;28,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121851;F;2;1; ;A03;3;7;;511000;263,91;;;;;;T;1;;;7101986;31101995;V;13429;1;1986;;;;;;;1000305;;1446241;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121852;F;1;1; ;A04;3;4;;292000;150,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121855;F;2;1; ;A03;2;6,5;;403000;208,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121856;F;2;1; ;C06;4;30;;87000;44,93;;;;;;T;;;;9041987;2111995;V;2809;1;1987;;;;;;;1197;;1446439;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121857;F;3;1; ;A03;3;5,5;;401500;207,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121858;F;1;1; ;C02;3;44;;105600;54,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121859;F;1;1; ;A03;1;6;;318000;164,23;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;919;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121864;F;1;1; ;A07;1;9;;846000;436,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121865;F;1;1; ;C06;3;20;;48000;24,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121866;F;1;1; ;A03;3;8;;584000;301,61;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1607;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121867;F;1;1; ;C06;4;20;;58000;29,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121869;F;2;1; ;F03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121870;F;3;1; ;A03;3;9,5;;693500;358,16;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1721;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121871;F;3;1; ;C06;3;20;;48000;24,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121874;F;2;1; ;D01;;;120;1632000;842,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121875;F;2;1; ;D01;;;90;1212000;625,95;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1220;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121876;F;2;1; ;D01;;;100;1308000;675,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121877;F;2;1; ;A03;4;7,5;;645000;333,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121878;F;2;1; ;C02;3;66;;158400;81,81;;;;;;T;;;;14091989;17091990;V;5306;;1989;;;;;;;2170;;1170601;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121880;F;1;1; ;C06;4;21;;60900;31,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121882;F;2;1; ;A03;4;6;;516000;266,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121885;F;1;1; ;C06;3;26;;62400;32,23;;;;;;T;1;;;22021993;8071998;V;2092;2;1993;;;;;;;1217;;1578319;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121887;F;2;1; ;C06;3;20;;48000;24,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121888;F;2;1; ;A03;3;7,5;;547500;282,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121889;F;1;1; ;A02;2;7,5;;862500;445,44;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1216;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121890;F;1;1; ;C06;3;60;;144000;74,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121891;F;2;1; ;F03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121894;F;3;1; ;A02;2;9;;1035000;534,53;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;461;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121895;F;2;1; ;C06;4;52;;150800;77,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121897;F;2;1; ;C06;4;42;;121800;62,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121898;F;2;1; ;A03;4;8;;688000;355,32;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1219;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121899;F;2;1; ;C06;2;52;;104000;53,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121902;F;1;1; ;C03;3;163;;505300;260,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121904;F;1;1; ;A02;2;8;;920000;475,14;;;;;;;;;;1010001;30061987;I;;0;;;;;;;;1215;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121905;F;1;1; ;C06;3;106;;254400;131,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121906;F;2;1; ;C06;3;85;;204000;105,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121907;F;2;1; ;A03;4;7,5;;645000;333,11;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;673;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121909;F;2;1; ;A07;3;9;;1170000;604,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121910;F;1;1; ;C02;3;144;;345600;178,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121911;F;3;1; ;A03;4;7;;602000;310,91;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1330;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121912;F;2;1; ;C06;2;40;;80000;41,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121914;F;2;1; ;C01;3;34;;890800;460,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121915;F;2;1; ;C06;2;35;;70000;36,15;;;;;;T;;;;26021988;17091990;V;368;;1988;;;;;;;1000368;;1160108;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121916;F;2;1; ;C02;3;42;;100800;52,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121917;F;2;1; ;A07;2;9;;990000;511,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121920;F;2;1; ;A02;2;11;;1265000;653,32;;;;;;T;;;;26021988;17091990;V;368;;1988;;;;;;;1000367;;1160108;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121921;F;2;1; ;D01;;;;370000;191,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121922;F;2;1; ;C02;3;130;;312000;161,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121927;F;3;1; ;A03;3;6,5;;474500;245,06;;;;;;1;;;;26021988;17091990;V;368;;1988;;;;;;;1000368;;1160108;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121928;F;3;1; ;A03;3;6,5;;474500;245,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121929;F;3;1; ;C06;2;80;;160000;82,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121930;F;3;1; ;C06;2;61;;122000;63,01;;;;;;1;;;;26021988;17091990;V;368;;1988;;;;;;;1000367;;1160108;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121931;F;3;1; ;D01;;;;440000;227,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121932;F;3;1; ;D01;;;;490000;253,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121933;F;2;1; ;A07;2;6,5;;715000;369,27;;;;;;T;;;;13111986;2111995;V;14581;1;1986;;;;;;;1266;;1446486;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121934;F;2;1; ;C06;1;132;;224400;115,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121935;F;1;1; ;C06;3;42;;100800;52,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121936;F;1;1; ;A03;2;7;;434000;224,14;;;;;;T;;;;14101991;3051999;V;6017;1;1991;;;;;;;2335;;1643603;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121937;F;1;1; ;C02;4;38;;110200;56,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121938;F;1;1; ;A03;2;5;;310000;160,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121939;F;1;1; ;C02;4;62;;179800;92,86;;;;;;1;;;;14101991;3051999;V;6017;1;1991;;;;;;;2335;;1643603;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121940;F;2;1; ;A02;2;8,5;;977500;504,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121941;F;2;1; ;C06;3;56;;134400;69,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121943;F;1;1; ;A07;1;11;;1034000;534,02;;;;;;T;;;;4111993;11051999;V;12829;2;1993;;;;;;;1204;;1647051;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121944;F;1;1; ;C06;4;65;;188500;97,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121945;F;2;1; ;C02;3;75;126;180000;92,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121946;F;4;1; ;A02;1;9;;882000;455,52;;;;;;1;;;;4111993;11051999;V;12829;2;1993;;;;;;;1204;;1647051;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121947;F;4;1; ;C06;3;56;;134400;69,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121951;F;3;1; ;A07;2;7,5;;825000;426,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121952;F;3;1; ;C06;3;27;;64800;33,47;;;;;;T;;;;4111993;11051999;V;12829;2;1993;;;;;;;1204;;1647051;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121953;F;2;1; ;A03;4;6,5;;559000;288,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121954;F;1;1; ;C06;1;137;;232900;120,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121955;F;3;1; ;C02;3;43;;103200;53,3;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1042;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121957;F;1;1; ;A02;2;9;;1035000;534,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121958;F;1;1; ;C06;2;50;;100000;51,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121959;F;3;1; ;C02;3;42;41;100800;52,06;;;;;;T;;;;8011996;8011996;V;222;1;1996;;;;;;;1001046;;1458176;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121960;F;3;1; ;A04;2;6;;372000;192,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121962;F;2;1; ;C06;3;100;;240000;123,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121963;F;2;1; ;C03;3;110;;341000;176,11;;;;;;T;1;;;8071993;3071995;V;8962;2;1993;;;;;;;2606;;1429967;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121964;F;1;1; ;C06;3;50;;120000;61,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121966;F;1;1; ;C06;3;41;;98400;50,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121968;F;2;1; ;C02;2;26;;52000;26,86;;;;;;S1;;;;8071993;3071995;V;8962;2;1993;;;;;;;2606;;1429967;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121971;F;2;1; ;C02;2;68;;136000;70,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121972;F;2;1; ;C06;2;75;;150000;77,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121973;F;1;1; ;A07;1;6,5;;611000;315,56;;;;;;T;;;;1010001;30061987;I;;0;;;;;;;;1071;;1083949;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121974;F;3;1; ;C02;2;48;;96000;49,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;121975;F;4;1; ;A03;3;6,5;;474500;245,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
