CodiceAmministrativo;Sezione;IdentificativoImmobile;TipoImmobile;Progressivo;TipoRecord;Zona;Categoria;Classe;Consistenza;Superficie;RenditaLire;RenditaEuro;Lotto;Edificio;Scala;Interno1;Interno2;Piano1;Piano2;Piano3;Piano4;DataDiEdifica;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;DataDiEfficacia;DataDiRegistrazioneInAtti;TipoNota;NumeroNota;ProgressivoNota;AnnoNota;Partita;Annotazione;IdentificativoMutazioneIniziale;IdentificativoMutazioneFinale;ProtocolloNotifica;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125864;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;T;;;;4122007;4122007;V;36397;1;2007;;;;;;;;;2828333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125865;F;2;3;236;GIOVANNI CABOTO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125866;F;2;3;236;GIOVANNI CABOTO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125867;F;2;3;236;GIOVANNI CABOTO;;0;;;;;;;;;T;;;;5122007;5122007;A;3800;1;2007;;;;;;;;;2828827;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125868;F;2;3;236;GIOVANNI CABOTO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125869;F;2;3;236;DELLE CARRUBE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125870;F;2;3;236;DELLE CARRUBE;;;;;;;;;;;S1;;;;6122007;21042010;V;9350;1;2010;;;;;;;;STATO DELL'UNITA' CONFERMATO CON DICHIARAZIONE SOSTITUTIVA DI ATTO DI NOTORIETA' PROT. N. 468645 DEL 16/11/2009;3322847;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125872;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125873;F;2;3;236;GIOVANNI CABOTO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125874;F;3;3;236;GIOVANNI CABOTO;;0;;;;;;;;;T-S1;;;;6122007;6122007;A;3843;1;2007;;;;;;;;;2829983;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125875;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125876;F;2;3;236;GIOVANNI CABOTO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125877;F;2;3;236;GIOVANNI CABOTO;;0;;;;;;;;;T-S1;;;;22102008;22102008;V;16401;1;2008;;;;;;;;CLASSAMENTO E RENDITA RETTIFICATI (D.M. 701/94);3046907;;2008LE0397623;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125878;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125879;F;2;3;236;GIOVANNI CABOTO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125880;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;T;;;;7122007;2122009;V;33621;1;2009;;;;;;;;STATO DELL'UNITA' CONFERMATO CON DICHIARAZIONE SOSTITUTIVA DI ATTO DI NOTORIETA' PROT. N. 387866 DEL 24/09/2009;3259789;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125881;F;4;3;236;CRISTOFORO COLOMBO;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125882;F;2;3;236;LITORANEA;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125883;F;4;3;236;LITORANEA;SNC;;;;;;;;;;T;;;;17122007;17122007;V;37517;1;2007;;;;;;;;;2940101;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125884;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125885;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125886;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;T;;;;17122007;17122007;V;37600;1;2007;;;;;;;;;2941059;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125887;F;3;3;236;CAGNI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125888;F;1;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125889;F;1;3;236;LITORANEA;;;;;;;;;;;S1-T;;;;22102008;22102008;V;16427;1;2008;;;;;;;;CLASSAMENTO E RENDITA RETTIFICATI (D.M. 701/94);3046933;;2008LE0396952;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125890;F;2;3;236;DA DENOMINARE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125891;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125892;F;4;3;236;LITORANEA;;;;;;;;;;;S1;;;;22102008;22102008;V;16427;1;2008;;;;;;;;CLASSAMENTO E RENDITA RETTIFICATI (D.M. 701/94);3046933;;2008LE0396952;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125894;F;1;3;132;BOTTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125895;F;3;3;236;GIOVANNI CABOTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125896;F;3;3;236;GIOVANNI CABOTO;;;;;;;;;;;T;;;;19122007;19122007;V;37779;1;2007;;;;;;;;;2942145;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125897;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125898;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125899;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;T;;;;30062009;30062009;V;18055;1;2009;;;;;;;;;3202260;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125901;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125902;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125905;F;1;3;236;LITORANEA;;;;;;;;;;;T;;;;19122007;19122007;V;37825;1;2007;;;;;;;;;2942335;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125906;F;1;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125908;F;3;3;236;LITORANEA;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125909;F;2;3;236;TOSCANELLI;;0;;;;;;;;;T;;;;19122007;19122007;V;37826;1;2007;;;;;;;;;2942338;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125911;F;3;3;236;TOSCANELLI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125913;F;3;3;236;GORIZIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125917;F;1;3;236;ANDREA DORIA;;;;;;;;;;;T;;;;19122007;19122007;V;37829;1;2007;;;;;;;;;2942365;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125919;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125921;F;2;3;236;GORIZIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125923;F;3;3;236;GIOVANNI CABOTO;;;;;;;;;;;T;;;;19122007;19122007;V;37830;1;2007;;;;;;;;;2942367;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125924;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125925;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125927;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;T-1;;;;19122007;19122007;V;37847;1;2007;;;;;;;;;2942420;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125928;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125929;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125930;F;3;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;T;1;;;19122007;19122007;V;37859;1;2007;;;;;;;;COSTITUITA DALLA SOPPRESSIONE DELLA PARTICELLA CEU SEZ   FGL 8 PLA 1253 SUB   PER ALLINEAMENTO MAPPE;2942479;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125932;F;6;3;236;CRISTOFORO COLOMBO;SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125933;F;6;3;236;CRISTOFORO COLOMBO;SC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125935;F;2;3;236;LITORANEA;;0;;;;;;;;;T;;;;19122007;19122007;V;37860;1;2007;;;;;;;;;2942484;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125938;F;3;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125939;F;4;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125941;F;2;3;54;ARENOSA;;;;;;;;;;;T;;;;19122007;19122007;V;37861;1;2007;;;;;;;;;2942487;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125942;F;2;3;54;ARENOSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125943;F;2;3;236;ANDREA DORIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125944;F;2;3;236;ANDREA DORIA;;;;;;;;;;;T;;;;19122007;19122007;V;37863;1;2007;;;;;;;;;2942506;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125946;F;2;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125947;F;2;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125948;F;3;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;T;;;;20122007;20122007;V;37911;1;2007;;;;;;;;;2942650;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125951;F;1;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125952;F;1;3;236;GORIZIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125953;F;1;3;236;TOSCANELLI;;;;;;;;;;;T;;;;20122007;20122007;V;37919;1;2007;;;;;;;;;2942675;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125954;F;1;3;236;TOSCANELLI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125955;F;1;3;236;TOSCANELLI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125956;F;1;3;236;TOSCANELLI;;;;;;;;;;;1;;;;20122007;20122007;V;37930;1;2007;;;;;;;;COSTITUITA DALLA SOPPRESSIONE DELLA PARTICELLA CEU SEZ   FGL 8 PLA 1346 SUB   PER ALLINEAMENTO MAPPE;2942725;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125958;F;4;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125959;F;4;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125961;F;1;3;236;LITORANEA;;;;;;;;;;;T;;;;20122007;20122007;V;37935;1;2007;;;;;;;;;2942733;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125963;F;3;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125964;F;3;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125965;F;3;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;T;;;;20122007;20122007;V;37936;1;2007;;;;;;;;;2942735;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125966;F;3;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125967;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125968;F;3;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;T;;;;20122007;20122007;V;37961;1;2007;;;;;;;;;2942846;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125973;F;1;3;236;ANDRANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125974;F;1;3;236;ANDRANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125976;F;2;3;236;GIOVANNI CABOTO;;;;;;;;;;;S1-T;;;;22122008;22122008;V;22566;1;2008;;;;;;;;;3132798;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125977;F;2;3;236;TOSCANELLI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125978;F;2;3;236;TOSCANELLI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125980;F;2;3;236;TOSCANELLI;;;;;;;;;;;S1-T;;;;22122008;22122008;V;22566;1;2008;;;;;;;;;3132798;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125982;F;1;3;236;ANDRANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125983;F;1;3;236;ANDRANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125984;F;2;3;236;GIOVANNI CABOTO;;;;;;;;;;;T;;;;22122008;22122008;V;22566;1;2008;;;;;;;;;3132798;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125985;F;3;3;236;GIOVANNI CABOTO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125986;F;3;3;236;GIOVANNI CABOTO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125987;F;2;3;236;LITORANEA;;;;;;;;;;;T;;;;22122008;22122008;V;22566;1;2008;;;;;;;;;3132798;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125988;F;2;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125989;F;2;3;236;ANDREA DORIA;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125990;F;2;3;236;ANDREA DORIA;;;;;;;;;;;T;;;;20122007;20122007;V;38013;1;2007;;;;;;;;;2943054;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125991;F;2;3;236;AMERIGO VESPUCCI;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125992;F;2;3;236;AMERIGO VESPUCCI;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125993;F;2;3;236;LITORANEA;;0;;;;;;;;;T;;;;20122007;20122007;V;38015;1;2007;;;;;;;;;2943056;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125994;F;2;3;236;LITORANEA;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125996;F;1;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125998;F;1;3;236;ANDRANO;;;;;;;;;;;T;;;;20122007;20122007;V;38017;1;2007;;;;;;;;;2943058;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;125999;F;1;3;236;ANDRANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126001;F;1;3;236;GORIZIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126002;F;1;3;236;ANDRANO;;;;;;;;;;;T;;;;20122007;20122007;V;38018;1;2007;;;;;;;;;2943059;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126003;F;1;3;236;ANDRANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126005;F;1;3;236;GORIZIA;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126006;F;2;3;236;GORIZIA;10;;;;;;;;;;T-1;;;;20122007;20122007;V;38024;1;2007;;;;;;;;;2943078;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126007;F;2;3;236;GORIZIA;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126008;F;1;3;236;ANDRANO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126009;F;2;3;236;PORTO;;;;;;;;;;;S1-T;;;;22122008;22122008;V;22566;1;2008;;;;;;;;;3132798;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126010;F;2;3;236;DA DENOMINARE;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126011;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126012;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;S1-T;;;;30062009;30062009;V;18056;1;2009;;;;;;;;;3202261;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126014;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126015;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126017;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;T-1;;;;24122007;24122007;V;38175;1;2007;;;;;;;;;2944088;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126018;F;3;3;54;ARENOSA;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126019;F;3;3;54;ARENOSA;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126020;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;T;;;;24122007;24122007;V;38190;1;2007;;;;;;;;;2944266;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126021;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126022;F;2;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126023;F;1;3;236;GORIZIA;31;;;;;;;;;;T;;;;24122007;24122007;V;38191;1;2007;;;;;;;;;2944268;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126024;F;1;3;236;GORIZIA;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126025;F;2;3;236;GIOVANNI CABOTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126026;F;2;3;236;GIOVANNI CABOTO;;;;;;;;;;;T;;;;24122007;24122007;V;38192;1;2007;;;;;;;;;2944271;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126027;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126028;F;2;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126029;F;1;3;236;CRISTOFORO COLOMBO;;;;;;;;;;;T;;;;24122007;24122007;V;38193;1;2007;;;;;;;;;2944272;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126030;F;2;3;236;PROVINCIALE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126031;F;1;3;236;GIOVANNI CABOTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126032;F;2;3;236;GIOVANNI CABOTO;;;;;;;;;;;S1-T;;;;29122008;29122008;V;22841;1;2008;;;;;;;;;3134138;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126039;F;2;3;236;GIOVANNI CABOTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126040;F;1;3;236;GIOVANNI CABOTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126041;F;1;3;236;GIOVANNI CABOTO;;;;;;;;;;;1;;;;29122008;29122008;V;22841;1;2008;;;;;;;;;3134138;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126042;F;3;3;236;CRISTOFORO COLOMBO;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126043;F;2;3;236;ANDREA DORIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126044;F;3;3;236;ANDREA DORIA;SN;;;;;;;;;;T;;;;29122008;29122008;V;22841;1;2008;;;;;;;;;3134138;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126045;F;2;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126046;F;2;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126047;F;2;3;236;GIOVANNI CABOTO;;;;;;;;;;;S1-T;;;;29122008;29122008;V;22841;1;2008;;;;;;;;;3134138;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126048;F;3;3;236;LITORANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126049;F;2;3;236;DELLE CARRUBE;SN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126050;F;2;3;236;GIOVANNI CABOTO;SN;;;;;;;;;;T;;;;31122008;31122008;V;23023;1;2008;;;;;;;;;3134716;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126051;F;2;3;236;TOSCANELLI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126052;F;2;3;236;TOSCANELLI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126053;F;2;3;236;TOSCANELLI;;0;;;;;;;;;T;;;;3012008;2122009;V;33614;1;2009;;;;;;;;STATO DELL'UNITA' CONFERMATO CON DICHIARAZIONE SOSTITUTIVA DI ATTO DI NOTORIETA' PROT. N. 392403 DEL 28/09/2009;3259777;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A281; ;126054;F;2;3;236;TOSCANELLI;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
